id,no_mask,yes_mask 
48027,0.123,0.877
48029,0.088,0.912
48031,0.139,0.862
48033,0.279,0.721
48035,0.287,0.713
48037,0.306,0.694
48039,0.138,0.861
48041,0.117,0.884
48043,0.1,0.9
48045,0.295,0.705
48047,0.231,0.768
48049,0.228,0.773
48051,0.163,0.836
48053,0.125,0.876
48055,0.065,0.936
48057,0.226,0.774
48059,0.228,0.772
48061,0.13,0.869
48063,0.294,0.706
48065,0.287,0.714
48067,0.349,0.65
48069,0.151,0.849
48071,0.199,0.801
48073,0.334,0.667
48075,0.46,0.54
48077,0.22,0.78
48079,0.175,0.824
48081,0.188,0.813
48083,0.185,0.815
48085,0.101,0.9
48087,0.557,0.444
48089,0.126,0.873
48091,0.114,0.886
48093,0.179,0.821
48095,0.113,0.886
48097,0.2,0.801
48099,0.184,0.816
48101,0.401,0.599
48103,0.232,0.769
48105,0.169,0.831
48107,0.16,0.84
48109,0.17,0.83
48111,0.316,0.685
48113,0.102,0.898
48115,0.127,0.874
48117,0.221,0.778
48119,0.208,0.792
48121,0.087,0.913
48123,0.113,0.888
48125,0.214,0.786
48127,0.177,0.823
48129,0.351,0.649
48131,0.257,0.744
48133,0.248,0.752
48135,0.208,0.792
48137,0.208,0.792
48139,0.088,0.912
48141,0.047,0.952
48143,0.188,0.811
48145,0.099,0.902
48147,0.374,0.626
48149,0.315,0.685
48151,0.303,0.696
48153,0.155,0.845
48155,0.376,0.624
48157,0.111,0.889
48159,0.199,0.801
48161,0.231,0.769
48163,0.181,0.818
48165,0.188,0.812
48167,0.175,0.824
48169,0.18,0.819
48171,0.293,0.706
48173,0.181,0.82
48175,0.186,0.814
48177,0.093,0.906
48179,0.342,0.658
48181,0.222,0.777
48183,0.191,0.809
48185,0.112,0.888
48187,0.081,0.919
48189,0.152,0.848
48191,0.434,0.567
48193,0.241,0.76
48195,0.338,0.662
48197,0.395,0.604
48199,0.177,0.823
48201,0.112,0.888
48203,0.211,0.789
48205,0.286,0.714
48207,0.352,0.648
48209,0.029,0.97
48211,0.453,0.547
48213,0.242,0.757
48215,0.091,0.91
48217,0.159,0.841
48219,0.163,0.837
48221,0.266,0.734
48223,0.142,0.857
48225,0.376,0.624
48227,0.187,0.814
48229,0.092,0.909
48231,0.223,0.777
48233,0.304,0.696
48235,0.114,0.886
48237,0.039,0.962
48239,0.228,0.771
48241,0.163,0.837
48243,0.052,0.949
48245,0.221,0.779
48247,0.153,0.847
48249,0.201,0.799
48251,0.159,0.841
48253,0.264,0.736
48255,0.105,0.895
48257,0.162,0.837
48259,0.137,0.863
48261,0.13,0.87
48263,0.409,0.591
48265,0.375,0.626
48267,0.327,0.673
48269,0.35,0.651
48271,0.184,0.817
48273,0.153,0.847
48275,0.352,0.647
48277,0.284,0.716
48279,0.149,0.852
48281,0.12,0.881
48283,0.237,0.764
48285,0.151,0.85
48287,0.305,0.695
48289,0.278,0.723
48291,0.167,0.832
48293,0.152,0.849
48295,0.389,0.61
48297,0.089,0.911
48299,0.172,0.829
48301,0.237,0.764
48303,0.159,0.842
48305,0.154,0.846
48307,0.174,0.826
48309,0.117,0.882
48311,0.255,0.745
48313,0.194,0.806
48315,0.261,0.739
48317,0.174,0.826
48319,0.297,0.703
48321,0.168,0.831
48323,0.225,0.775
48325,0.093,0.908
48327,0.149,0.851
48329,0.193,0.807
48331,0.095,0.907
48333,0.22,0.779
48335,0.386,0.615
48337,0.25,0.749
48339,0.165,0.835
48341,0.288,0.711
48343,0.364,0.636
48345,0.204,0.797
48347,0.251,0.749
48349,0.144,0.856
48351,0.216,0.783
48353,0.27,0.731
48355,0.086,0.914
48357,0.359,0.64
48359,0.258,0.742
48361,0.226,0.775
48363,0.079,0.921
48365,0.271,0.729
48367,0.123,0.877
48369,0.203,0.798
48371,0.251,0.748
48373,0.167,0.833
48375,0.243,0.757
48377,0.038,0.963
48379,0.243,0.757
48381,0.235,0.765
48383,0.183,0.817
48385,0.259,0.741
48387,0.293,0.706
48389,0.196,0.804
48391,0.248,0.751
48393,0.367,0.632
48395,0.11,0.889
48397,0.175,0.825
48399,0.176,0.824
48401,0.179,0.822
48403,0.254,0.746
48405,0.199,0.802
48407,0.155,0.845
48409,0.088,0.912
48411,0.226,0.774
48413,0.085,0.915
48415,0.447,0.553
48417,0.3,0.701
48419,0.177,0.822
48421,0.327,0.673
48423,0.303,0.697
48425,0.321,0.678
48427,0.07,0.931
48429,0.428,0.572
48431,0.176,0.824
48433,0.326,0.673
48435,0.131,0.868
48437,0.212,0.787
48439,0.134,0.866
48441,0.233,0.766
48443,0.249,0.751
48445,0.161,0.839
48447,0.38,0.619
48449,0.327,0.673
48451,0.116,0.884
48453,0.047,0.953
48455,0.194,0.806
48457,0.141,0.858
48459,0.231,0.769
48461,0.223,0.777
48463,0.172,0.828
48465,0.143,0.856
48467,0.432,0.568
48469,0.185,0.815
48471,0.166,0.834
48473,0.146,0.854
48475,0.226,0.774
48477,0.138,0.862
48479,0.097,0.903
48481,0.159,0.841
48483,0.527,0.472
48485,0.215,0.784
48487,0.298,0.703
48489,0.116,0.884
48491,0.114,0.885
48493,0.075,0.924
48495,0.223,0.777
48497,0.181,0.819
48499,0.19,0.809
48501,0.184,0.815
48503,0.211,0.789
48505,0.083,0.917
48507,0.226,0.773
49001,0.396,0.603
49003,0.311,0.689
49005,0.278,0.721
49007,0.355,0.646
49009,0.489,0.511
49011,0.167,0.832
49013,0.343,0.657
49015,0.337,0.663
49017,0.35,0.65
49019,0.265,0.734
49021,0.321,0.679
49023,0.437,0.562
49025,0.328,0.672
49027,0.543,0.457
49029,0.3,0.7
49031,0.424,0.576
49033,0.252,0.748
49035,0.154,0.846
49037,0.146,0.854
49039,0.254,0.746
49041,0.419,0.582
49043,0.172,0.828
49045,0.257,0.744
49047,0.436,0.564
49049,0.298,0.702
49051,0.158,0.842
49053,0.213,0.787
49055,0.311,0.689
49057,0.227,0.773
50001,0.16,0.841
50003,0.147,0.854
50005,0.275,0.724
50007,0.166,0.833
50009,0.212,0.789
50011,0.156,0.844
50013,0.158,0.842
50015,0.27,0.731
50017,0.197,0.803
50019,0.305,0.695
50021,0.156,0.844
50023,0.345,0.654
50025,0.141,0.859
50027,0.146,0.854
51001,0.075,0.924
51003,0.099,0.903
51005,0.302,0.699
51007,0.198,0.802
51009,0.171,0.829
51011,0.186,0.814
51013,0.063,0.937
51015,0.127,0.874
51017,0.265,0.735
51019,0.257,0.743
51021,0.395,0.606
51023,0.228,0.772
51025,0.167,0.833
51027,0.355,0.644
51029,0.154,0.846
51031,0.193,0.807
51033,0.11,0.89
51035,0.221,0.781
51036,0.14,0.86
51037,0.257,0.743
51041,0.136,0.865
51043,0.106,0.894
51045,0.187,0.814
51047,0.134,0.866
51049,0.165,0.836
51051,0.289,0.71
51053,0.142,0.857
51057,0.278,0.723
51059,0.088,0.911
51061,0.095,0.905
51063,0.234,0.766
51065,0.128,0.872
51067,0.241,0.759
51069,0.122,0.878
51071,0.296,0.704
51073,0.042,0.958
51075,0.142,0.858
51077,0.276,0.723
51079,0.101,0.9
51081,0.161,0.839
51083,0.192,0.808
51085,0.182,0.818
51087,0.148,0.853
51089,0.28,0.72
51091,0.203,0.796
51093,0.153,0.846
51095,0.019,0.981
51097,0.197,0.803
51099,0.281,0.719
51101,0.285,0.715
51103,0.144,0.856
51105,0.314,0.686
51107,0.064,0.936
51109,0.106,0.894
51111,0.208,0.792
51113,0.178,0.822
51115,0.051,0.95
51117,0.213,0.788
51119,0.108,0.891
51121,0.188,0.811
51125,0.132,0.868
51127,0.122,0.878
51131,0.127,0.873
51133,0.15,0.851
51135,0.157,0.843
51137,0.203,0.796
51139,0.314,0.686
51141,0.306,0.694
51143,0.298,0.702
51145,0.178,0.822
51147,0.206,0.794
51149,0.193,0.808
51153,0.129,0.871
51155,0.304,0.696
51157,0.119,0.881
51159,0.194,0.807
51161,0.187,0.812
51163,0.195,0.805
51165,0.235,0.765
51167,0.431,0.569
51169,0.319,0.68
51171,0.198,0.802
51173,0.403,0.597
51175,0.095,0.906
51177,0.099,0.9
51179,0.177,0.823
51181,0.03,0.97
51183,0.084,0.916
51185,0.43,0.57
51187,0.132,0.869
51191,0.366,0.634
51193,0.242,0.758
51195,0.199,0.801
51197,0.343,0.657
51199,0.051,0.948
51510,0.117,0.882
51520,0.374,0.625
51530,0.236,0.764
51540,0.092,0.908
51550,0.138,0.862
51570,0.215,0.785
51580,0.334,0.666
51590,0.339,0.661
51595,0.164,0.835
51600,0.115,0.885
51610,0.078,0.923
51620,0.152,0.848
51630,0.079,0.92
51640,0.206,0.794
51650,0.111,0.889
51660,0.224,0.776
51670,0.225,0.775
51678,0.215,0.784
51680,0.174,0.825
51683,0.083,0.917
51685,0.113,0.887
51690,0.273,0.727
51700,0.083,0.917
51710,0.121,0.879
51720,0.158,0.842
51730,0.183,0.817
51735,0.091,0.909
51740,0.141,0.859
51750,0.23,0.77
51760,0.183,0.816
51770,0.208,0.792
51775,0.171,0.829
51790,0.123,0.876
51800,0.226,0.773
51810,0.12,0.88
51820,0.104,0.896
51830,0.015,0.986
51840,0.113,0.888
53001,0.2,0.8
53003,0.158,0.842
53005,0.159,0.841
53007,0.139,0.861
53009,0.029,0.971
53011,0.089,0.911
53013,0.19,0.809
53015,0.159,0.841
53017,0.156,0.844
53019,0.23,0.769
53021,0.178,0.822
53023,0.145,0.855
53025,0.192,0.807
53027,0.126,0.875
53029,0.09,0.909
53031,0.075,0.925
53033,0.086,0.915
53035,0.078,0.922
53037,0.149,0.851
53039,0.18,0.82
53041,0.273,0.727
53043,0.126,0.873
53045,0.126,0.873
53047,0.183,0.816
53049,0.226,0.775
53051,0.201,0.799
53053,0.188,0.812
53055,0.04,0.959
53057,0.169,0.83
53059,0.159,0.84
53061,0.087,0.912
53063,0.17,0.83
53065,0.158,0.842
53067,0.182,0.817
53069,0.181,0.819
53071,0.166,0.834
53073,0.131,0.869
53075,0.06,0.939
53077,0.116,0.883
54001,0.194,0.806
54003,0.31,0.69
54005,0.328,0.672
54007,0.4,0.6
54009,0.372,0.628
54011,0.336,0.662
54013,0.382,0.618
54015,0.357,0.643
54017,0.273,0.727
54019,0.454,0.546
54021,0.361,0.639
54023,0.399,0.6
54025,0.213,0.787
54027,0.144,0.855
54029,0.351,0.649
54031,0.294,0.706
54033,0.224,0.776
54035,0.263,0.738
54037,0.279,0.721
54039,0.248,0.752
54041,0.258,0.742
54043,0.332,0.668
54045,0.308,0.692
54047,0.354,0.646
54049,0.24,0.76
54051,0.247,0.753
54053,0.371,0.63
54055,0.402,0.598
54057,0.091,0.908
54059,0.27,0.73
54061,0.262,0.738
54063,0.227,0.774
54065,0.279,0.721
54067,0.314,0.685
54069,0.268,0.733
54071,0.33,0.67
54073,0.366,0.633
54075,0.275,0.726
54077,0.172,0.827
54079,0.223,0.777
54081,0.427,0.574
54083,0.288,0.712
54085,0.383,0.618
54087,0.297,0.703
54089,0.323,0.678
54091,0.196,0.805
54093,0.243,0.757
54095,0.276,0.724
54097,0.247,0.753
54099,0.416,0.585
54101,0.311,0.69
54103,0.199,0.8
54105,0.39,0.611
54107,0.342,0.658
54109,0.347,0.653
55001,0.579,0.421
55003,0.234,0.766
55005,0.371,0.629
55007,0.213,0.787
55009,0.306,0.694
55011,0.317,0.683
55013,0.342,0.658
55015,0.305,0.695
55017,0.341,0.66
55019,0.469,0.53
55021,0.19,0.811
55023,0.345,0.655
55025,0.129,0.871
55027,0.414,0.586
55029,0.11,0.891
55031,0.178,0.822
55033,0.317,0.683
55035,0.321,0.679
55037,0.269,0.732
55039,0.434,0.566
55041,0.3,0.699
55043,0.385,0.615
55045,0.295,0.705
55047,0.398,0.603
55049,0.234,0.766
55051,0.234,0.766
55053,0.267,0.733
55055,0.303,0.697
55057,0.417,0.584
55059,0.257,0.744
55061,0.18,0.82
55063,0.212,0.787
55065,0.351,0.649
55067,0.329,0.671
55069,0.338,0.663
55071,0.523,0.478
55073,0.424,0.576
55075,0.263,0.737
55077,0.565,0.434
55078,0.455,0.546
55079,0.239,0.761
55081,0.257,0.744
55083,0.338,0.662
55085,0.262,0.738
55087,0.344,0.655
55089,0.28,0.72
55091,0.325,0.676
55093,0.301,0.699
55095,0.348,0.652
55097,0.531,0.468
55099,0.219,0.781
55101,0.295,0.705
55103,0.441,0.559
55105,0.258,0.741
55107,0.336,0.664
55109,0.288,0.712
55111,0.339,0.661
55113,0.317,0.683
55115,0.526,0.474
55117,0.416,0.584
55119,0.456,0.544
55121,0.231,0.768
55123,0.302,0.698
55125,0.236,0.764
55127,0.399,0.601
55129,0.367,0.633
55131,0.393,0.607
55133,0.381,0.619
55135,0.351,0.649
55137,0.458,0.542
55139,0.394,0.606
55141,0.523,0.477
56001,0.387,0.613
56003,0.489,0.51
56005,0.511,0.49
56007,0.268,0.732
56009,0.372,0.628
56011,0.403,0.596
56013,0.282,0.718
56015,0.481,0.519
56017,0.369,0.631
56019,0.494,0.506
56021,0.37,0.63
56023,0.442,0.559
56025,0.278,0.723
56027,0.537,0.463
56029,0.533,0.467
56031,0.421,0.578
56033,0.52,0.481
56035,0.395,0.605
56037,0.586,0.414
56039,0.412,0.587
56041,0.53,0.471
56043,0.428,0.572
56045,0.419,0.581
